analyte,sample_number,unit_note,value
silicon,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,116.368
potassium,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,25.4175
calcium,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,8.52017
iron,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.952927
manganese,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0871956
nickel,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0164389
copper,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0157952
zinc,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0630819
magnesium,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.817354
arsenic,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.20724
bromine,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.75451
strontium,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0310768
barium,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.344277
lead,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00330284
methane,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.12499
hydrogen sulphide,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.2
hydrogen,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0592719
carbon monoxide,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0285525
nitrate,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.027
nitrite,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
ammonium,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.765
sulfate,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,115.0
chloride,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,391.0
phosphate,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.015
bicarbonate,P1.0815,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,49.0
lithium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.207349
boron,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.270549
sodium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,38.2552
aluminium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,105.601
silicon,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,108.326
potassium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,15.8525
calcium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,198.649
vanadium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0414934
chromium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.466232
iron,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,65.7473
manganese,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.45143
cobalt,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00484929
nickel,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0139137
copper,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0199545
zinc,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.377452
magnesium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,12.1289
arsenic,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0331698
bromine,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.648934
strontium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.610168
barium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.161724
lead,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0026037
uranium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000100142
methane,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.96983
hydrogen sulphide,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,8.1
hydrogen,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0264977
carbon monoxide,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0419073
nitrate,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.02
nitrite,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.006
ammonium,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,3.495
sulfate,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1507.0
chloride,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,21.0
phosphate,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.182
ferrous iron,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,64.4
bicarbonate,P1.0816,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,124.0
lithium,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.451131
boron,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.837003
sodium,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,73.1812
aluminium,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,4.82446
silicon,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,90.8094
potassium,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,14.5493
calcium,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,9.47371
iron,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.43319
manganese,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.179543
copper,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0140828
zinc,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0646911
magnesium,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.40687
arsenic,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0542191
bromine,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.606035
strontium,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0507526
barium,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.246264
lead,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00181259
methane,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.98792
hydrogen sulphide,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.01
nitrate,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.027
nitrite,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
ammonium,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.098
sulfate,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,170.0
chloride,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,78.0
phosphate,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.007
bicarbonate,P1.0817,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,31.0
lithium,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.247324
boron,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.494257
sodium,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,47.4836
aluminium,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.864826
silicon,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,83.2147
potassium,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,14.2983
calcium,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,10.4964
iron,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.647882
manganese,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.202367
copper,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0130224
zinc,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.026738
magnesium,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.56924
arsenic,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0159469
bromine,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.693913
strontium,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0571454
cadmium,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000101496
barium,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.241458
lead,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000902295
nitrate,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.034
nitrite,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.004
ammonium,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.089
sulfate,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,89.0
chloride,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,45.0
phosphate,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.01
bicarbonate,P1.0818,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,46.0
lithium,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.93497
boron,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.24695
sodium,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,199.034
aluminium,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.59765
silicon,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,92.1988
potassium,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,11.8257
calcium,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,10.9527
iron,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.830368
manganese,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.04175
copper,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0241
zinc,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.03745
magnesium,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.916106
arsenic,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.284142
bromine,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.862223
strontium,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0403658
barium,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.184484
lead,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000911649
uranium,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000101294
methane,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.115585
hydrogen,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0173404
carbon monoxide,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0333635
nitrate,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.129
nitrite,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.008
ammonium,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.033
sulfate,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,27.0
chloride,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,125.0
phosphate,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.02
bicarbonate,P1.0819,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,244.0
lithium,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.80175
boron,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.80367
sodium,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,284.607
aluminium,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.90111
silicon,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,93.8277
potassium,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,10.8008
calcium,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,12.9503
iron,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.18892
manganese,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0305622
nickel,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.002501
copper,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0238595
zinc,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.237595
magnesium,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.600696
arsenic,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.475929
bromine,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.25699
strontium,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0702139
molybdenum,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00295191
silver,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000152088
barium,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.215235
lead,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00598212
methane,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0148322
hydrogen,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0310556
carbon monoxide,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.046136
nitrate,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.014
nitrite,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.166
ammonium,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.01
sulfate,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,35.0
chloride,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,140.0
phosphate,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.017
bicarbonate,P1.0820,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,312.0
lithium,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.87263
boron,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.75769
sodium,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,282.839
aluminium,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.670996
silicon,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,96.545
potassium,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,11.3557
calcium,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,14.559
iron,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.58062
manganese,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0540423
copper,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0196653
zinc,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0261048
magnesium,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.518288
arsenic,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.414344
bromine,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.02909
strontium,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0559904
molybdenum,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00107002
silver,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00387007
barium,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.250448
lead,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0014073
methane,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.310625
hydrogen,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0386419
carbon monoxide,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0378536
nitrate,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.023
nitrite,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.003
ammonium,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.166
sulfate,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,34.0
chloride,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,140.0
phosphate,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.027
bicarbonate,P1.0821,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,354.0
lithium,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.80823
boron,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.81052
sodium,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,276.082
aluminium,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.55102
silicon,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,96.0838
potassium,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,11.4542
calcium,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,17.0363
iron,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.703892
manganese,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.054972
nickel,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00115046
copper,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0232093
zinc,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0558723
magnesium,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.887969
arsenic,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.418633
bromine,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.02145
strontium,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0572818
molybdenum,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00328778
silver,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000101563
barium,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.200188
lead,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00330081
methane,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.183138
hydrogen,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0274384
carbon monoxide,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0578916
nitrate,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.023
nitrite,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.003
ammonium,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.169
sulfate,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,35.0
chloride,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,142.0
phosphate,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.029
bicarbonate,P1.0822,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,352.0
lithium,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.54146
boron,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.72891
sodium,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,268.303
aluminium,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.843615
silicon,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,87.5866
potassium,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,9.61573
calcium,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,16.0115
iron,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.977906
manganese,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0721017
copper,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0398418
zinc,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.123737
magnesium,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.72486
arsenic,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.440364
bromine,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.23256
strontium,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.064885
molybdenum,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00136004
cadmium,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.000664727
barium,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.336352
lead,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00357396
methane,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0990848
carbon monoxide,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0143406
nitrate,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.047
nitrite,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.006
ammonium,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.15
sulfate,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,35.0
chloride,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,135.0
phosphate,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.033
bicarbonate,P1.0823,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,311.0
lithium,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,2.82949
boron,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.89859
sodium,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,284.734
aluminium,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.705573
silicon,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,97.3552
potassium,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,11.2034
calcium,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,15.991
iron,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.674841
manganese,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0576846
nickel,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0010006
copper,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0274665
zinc,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.112167
magnesium,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.661193
arsenic,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.43551
bromine,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.19528
strontium,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0639683
molybdenum,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00220485
barium,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.233602
lead,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00300011
methane,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.225757
hydrogen,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0657604
carbon monoxide,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0487936
nitrate,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.04
nitrite,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.006
ammonium,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.146
sulfate,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,35.0
chloride,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,137.0
phosphate,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.029
bicarbonate,P1.0824,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,329.0
lithium,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.64623
boron,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,1.04714
sodium,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,160.095
aluminium,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.657526
silicon,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,53.7466
potassium,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,5.99576
calcium,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,7.9494
iron,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.900132
manganese,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0184648
copper,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0314251
zinc,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0386309
magnesium,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.407258
arsenic,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.254142
bromine,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.759186
strontium,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0407614
cadmium,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00201828
barium,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.297152
lead,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.00223908
methane,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0583026
hydrogen,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0817856
carbon monoxide,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.0476394
nitrate,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.024
nitrite,P1.0825,ppm_or_mg_per_l_except_CO_H2_CH4_as_microM,0.003
