timestamp_utc,sample_number,kind,url,status,bytes
2026-05-27T07:21:05.361321+00:00,P1.0934,chemistry,https://1000springs.org.nz/chemistryJson/P1.0934,ok,1168
2026-05-27T07:21:06.898162+00:00,P1.0934,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0934,ok,22028
2026-05-27T07:21:08.843696+00:00,P1.0935,chemistry,https://1000springs.org.nz/chemistryJson/P1.0935,ok,1140
2026-05-27T07:21:11.157062+00:00,P1.0935,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0935,ok,18946
2026-05-27T07:21:13.042897+00:00,P1.0946,chemistry,https://1000springs.org.nz/chemistryJson/P1.0946,ok,1208
2026-05-27T07:21:14.934619+00:00,P1.0946,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0946,ok,3079
2026-05-27T07:21:16.437716+00:00,P1.0947,chemistry,https://1000springs.org.nz/chemistryJson/P1.0947,ok,1138
2026-05-27T07:21:18.467008+00:00,P1.0947,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0947,status_404,28
2026-05-27T07:21:20.073867+00:00,P1.0948,chemistry,https://1000springs.org.nz/chemistryJson/P1.0948,ok,1135
2026-05-27T07:21:21.979659+00:00,P1.0948,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0948,status_404,28
2026-05-27T07:21:23.932201+00:00,P1.0949,chemistry,https://1000springs.org.nz/chemistryJson/P1.0949,ok,1061
2026-05-27T07:21:25.904599+00:00,P1.0949,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0949,ok,9701
2026-05-27T07:21:27.812595+00:00,P1.0950,chemistry,https://1000springs.org.nz/chemistryJson/P1.0950,ok,1092
2026-05-27T07:21:29.759149+00:00,P1.0950,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0950,ok,6274
2026-05-27T07:21:31.675733+00:00,P1.0951,chemistry,https://1000springs.org.nz/chemistryJson/P1.0951,ok,1221
2026-05-27T07:21:33.522972+00:00,P1.0951,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0951,status_404,28
2026-05-27T07:21:35.001948+00:00,P1.0952,chemistry,https://1000springs.org.nz/chemistryJson/P1.0952,ok,1203
2026-05-27T07:21:36.592478+00:00,P1.0952,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0952,ok,9495
2026-05-27T07:21:38.481850+00:00,P1.0953,chemistry,https://1000springs.org.nz/chemistryJson/P1.0953,ok,1218
2026-05-27T07:21:40.485775+00:00,P1.0953,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0953,ok,7732
2026-05-27T07:21:42.569568+00:00,P1.0954,chemistry,https://1000springs.org.nz/chemistryJson/P1.0954,ok,1249
2026-05-27T07:21:44.064515+00:00,P1.0954,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0954,ok,6138
2026-05-27T07:21:45.912073+00:00,P1.0955,chemistry,https://1000springs.org.nz/chemistryJson/P1.0955,ok,1205
2026-05-27T07:21:47.653218+00:00,P1.0955,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0955,ok,6313
2026-05-27T07:21:49.152777+00:00,P1.0975,chemistry,https://1000springs.org.nz/chemistryJson/P1.0975,ok,1066
2026-05-27T07:21:50.822190+00:00,P1.0975,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0975,ok,19172
2026-05-27T07:21:52.830525+00:00,P1.0976,chemistry,https://1000springs.org.nz/chemistryJson/P1.0976,ok,1064
2026-05-27T07:21:54.925704+00:00,P1.0976,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0976,ok,19442
2026-05-27T07:21:56.562269+00:00,P1.0977,chemistry,https://1000springs.org.nz/chemistryJson/P1.0977,ok,1097
2026-05-27T07:21:58.916709+00:00,P1.0977,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0977,ok,18922
2026-05-27T07:22:00.172538+00:00,P1.0978,chemistry,https://1000springs.org.nz/chemistryJson/P1.0978,ok,1026
2026-05-27T07:22:01.375438+00:00,P1.0978,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0978,ok,14718
2026-05-27T07:22:03.315012+00:00,P1.0979,chemistry,https://1000springs.org.nz/chemistryJson/P1.0979,ok,1060
2026-05-27T07:22:05.429583+00:00,P1.0979,taxonomy,https://1000springs.org.nz/taxonomyJson/P1.0979,ok,18978
2026-05-27T07:22:06.980399+00:00,P1.0980,chemistry,https://1000springs.org.nz/chemistryJson/P1.0980,ok,1097
